"","date","object","weight_lbs"
"767",2020-07-18,"gagne",NA
"768",2020-07-18,"std",NA
"769",2020-07-20,"raisin",18.625
"770",2020-07-20,"simone",10.4375
"771",2020-07-20,"gagne",NA
"772",2020-07-20,"std",NA
"773",2020-07-23,"raisin",18.625
"774",2020-07-23,"simone",NA
"775",2020-07-23,"gagne",NA
"776",2020-07-23,"std",NA
"777",2020-07-24,"raisin",18.5
"778",2020-07-24,"simone",10.5625
"779",2020-07-24,"gagne",NA
"780",2020-07-24,"std",NA
"781",2020-07-27,"raisin",18.5625
"782",2020-07-27,"simone",10.5
"783",2020-07-27,"gagne",NA
"784",2020-07-27,"std",NA
"785",2020-07-29,"raisin",18.375
"786",2020-07-29,"simone",10.5
"787",2020-07-29,"gagne",NA
"788",2020-07-29,"std",NA
"789",2020-07-31,"raisin",18.4375
"790",2020-07-31,"simone",10.4375
"791",2020-07-31,"gagne",NA
"792",2020-07-31,"std",NA
"793",2020-08-02,"raisin",18.5625
"794",2020-08-02,"simone",10.625
"795",2020-08-02,"gagne",NA
"796",2020-08-02,"std",20.975
"797",2020-08-03,"raisin",18.4375
"798",2020-08-03,"simone",10.5
"799",2020-08-03,"gagne",NA
"800",2020-08-03,"std",NA
"801",2020-08-04,"raisin",18.5625
"802",2020-08-04,"simone",10.4375
"803",2020-08-04,"gagne",NA
"804",2020-08-04,"std",NA
"805",2020-08-06,"raisin",18.5
"806",2020-08-06,"simone",10.5625
"807",2020-08-06,"gagne",NA
"808",2020-08-06,"std",NA
"809",2020-08-07,"raisin",18.3125
"810",2020-08-07,"simone",10.375
"811",2020-08-07,"gagne",NA
"812",2020-08-07,"std",NA
"813",2020-09-01,"raisin",18.5625
"814",2020-09-01,"simone",9.375
"815",2020-09-01,"gagne",NA
"816",2020-09-01,"std",NA
"817",2020-09-07,"raisin",18.1875
"818",2020-09-07,"simone",9.9375
"819",2020-09-07,"gagne",NA
"820",2020-09-07,"std",NA
